,review1,review2,review3,id,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,number_of_reviews_ltm,instant_bookable,host_days,response_score,neighbourhood_farnorth,neighbourhood_farsouth,neighbourhood_farsouthwest,neighbourhood_north,neighbourhood_northwest,neighbourhood_south,neighbourhood_southwest,neighbourhood_west,dist,property_group_0,property_group_1,property_group_2,property_group_3,property_group_4,room_type_entire_home/apt,room_type_hotel_room,room_type_private_room,room_type_shared_room,crowdedness,crowdedness_diff,crowdedness_ratio,crowdedness_adj_ratio,long_term_stays_allowed,gym,patio_or_balcony,paid_parking_off_premises,coffee_maker,first_aid_kit,fire_extinguisher,private_entrance,bbq_grill,lockbox,indoor_fireplace,hangers,elevator,dishwasher,laundromat_nearby,heating,bathtub,air_conditioning,hot_water,hair_dryer,free_street_parking,oven,shower_gel,free_parking_on_premises,lock_on_bedroom_door,dryer,keypad,washer,outdoor_furniture,room-darkening_shades,baking_sheet,wine_glasses,tv,bathrooms_privacy,bathrooms
1083,-1.083006478905829,0.05734400865217895,0.20649449028322361,16689440,1.0,1,1,4,1.6688679245283018,87.0,2,1125,1,72,153,45,0,3446,0,0,0,0,0,0,0,0,1,0.08365888968375502,0,1,0,0,0,1,0,0,0,1,2.3311320754716984,2.3968343697003958,1.396834369700396,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0
2607,-0.8348902160484445,0.8440405511191005,-0.04389540541385899,32467607,0.91,1,1,6,2.0,80.0,1,7,1,0,21,9,0,1034,1,0,1,0,0,0,0,0,0,0.1732604841939498,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1.0
3569,-0.24480475868609253,-0.14343669251982996,-0.6902208981286734,39859340,1.0,1,1,5,2.0,121.0,2,1125,1,29,32,19,1,3092,0,0,0,0,0,0,0,0,1,0.059551689943441406,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0
4024,2.2976708904662937,-2.015681119190025,-1.5626798461251377,42688942,0.98,0,1,2,1.031413612565445,144.0,30,1125,1,59,0,0,1,1828,1,0,0,0,0,0,0,0,1,0.020908015666717666,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4741,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,47097880,1.0,0,0,2,1.0,200.0,1,1125,1,84,0,0,1,368,1,0,0,0,1,0,0,0,0,0.06804631933558024,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.0
390,-0.7625417483753062,0.7392580473552183,-0.08495903588595713,6576714,1.0,1,1,3,1.0,57.0,1,1125,1,0,103,0,0,2397,0,0,0,0,0,0,1,0,0,0.11137512978722029,0,0,1,0,0,0,0,1,0,1,2.0,3.0,2.0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1.0
737,-1.1666974288041325,-0.21010028757435859,0.21122478816939932,12379595,0.95,1,1,2,1.0,175.0,7,1125,1,71,46,6,0,3525,1,0,0,0,0,0,0,0,1,0.049401357948122906,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
113,-0.8175316070317249,0.4866913907427559,-0.14426841090508793,1668481,0.75,0,1,4,2.0,86.0,30,210,1,0,116,4,0,3891,0,0,0,0,0,0,0,0,1,0.06932292866808082,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1068,-1.0050764039879727,-0.1964215717063986,-0.011931794658209165,16453692,0.98,1,1,16,5.0,799.0,2,1124,1,51,122,25,1,3205,1,0,0,0,0,0,0,0,0,0.02248307699403877,0,0,1,0,0,1,0,0,0,1,11.0,3.2,2.2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0
3923,1.0344265328929683,0.1953225775071055,0.21062019078951927,42098378,0.99,0,0,9,2.0,102.0,1,1125,1,84,32,27,1,1654,1,0,0,0,0,0,0,1,0,0.12088218200842746,0,1,0,0,0,1,0,0,0,1,7.0,4.5,3.5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1.0
937,-0.17669762177189555,-0.19554785817056133,-0.16007458718046552,14899316,1.0,0,1,10,4.0,220.0,2,1125,1,79,87,6,1,3031,0,0,0,0,1,0,0,0,0,0.07656111383149977,0,1,0,0,0,1,0,0,0,1,6.0,2.5,1.5,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2.0
2299,-0.5653061022933831,0.11703959654098148,-0.24015916269700405,29031690,1.0,0,1,2,1.0,80.0,1,1125,1,0,138,0,0,2216,0,0,0,0,0,0,0,0,1,0.02778547115166902,0,0,1,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6017,-0.356001086796334,-0.1423575654761845,0.016033313851577607,52123738,1.0,0,1,2,1.0,126.0,1,1125,1,64,11,11,0,549,1,0,0,0,0,0,0,0,0,0.022038427510145165,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
257,0.05448353484896608,0.3777034613165093,-0.4641429785041293,4310601,0.45,0,1,4,2.0,114.0,2,1125,1,87,100,5,0,2845,0,0,0,0,0,0,0,0,1,0.057948668035758565,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
2238,-0.5966981155508697,-0.5617562030619578,-0.10812520907830121,28511244,0.91,1,1,3,1.0,141.0,1,365,1,79,0,0,1,4323,1,0,0,0,0,0,0,0,1,0.04999773617994955,0,1,0,0,0,0,1,0,0,1,2.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
1339,-1.3760842874378978,-0.1563053626364656,0.19180827828816055,19952090,1.0,1,1,4,2.0,211.0,2,1125,1,63,76,31,1,3552,1,0,0,0,1,0,0,0,0,0.08075785553813901,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0
1152,-0.6837760313607143,-0.404028476024126,-0.06317382107398621,17923236,1.0,0,1,2,1.0,84.0,2,31,1,77,234,36,1,1727,1,0,0,0,1,0,0,0,0,0.08829783272038988,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5761,-0.5711587593785264,-0.09342032690741854,2.310434781668173,51017310,1.0,1,1,13,6.0,262.0,2,60,1,59,2,2,0,3183,1,0,0,0,0,0,1,0,0,0.11678360124229713,0,1,0,0,0,1,0,0,0,1,7.0,2.1666666666666665,1.1666666666666667,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,3.5
992,-0.9421460750976232,-0.22932065481176986,-0.06297282126773555,15549085,0.98,1,1,3,1.0,139.0,1,15,1,72,142,28,1,1888,1,0,0,0,1,0,0,0,0,0.07449244739649376,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
1846,-0.13961267743309455,1.4472973145860077,-0.348981658625985,24736677,1.0,1,1,6,3.0,200.0,3,1125,1,60,67,15,1,2653,1,0,0,0,0,0,0,0,1,0.06720831983556182,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1.0
2558,0.02950266718602657,0.5913268553739895,-0.16526810691140004,31640920,0.92,0,1,7,2.0,151.0,2,1125,1,0,41,13,0,2740,1,0,0,0,0,0,0,1,0,0.09618855187140841,0,1,0,0,0,1,0,0,0,1,5.0,3.5,2.5,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
1972,-0.4354185870420727,-0.4449756997680239,-0.1612246013559907,25942236,0.97,0,1,6,2.0,218.0,1,1124,1,5,156,47,0,2286,1,0,0,0,0,0,0,0,1,0.06266597085436289,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
3664,0.09530960846008936,-1.1396504054935759,-1.521125322964419,40612143,1.0,0,1,2,1.031413612565445,65.0,2,1125,1,0,0,0,0,1402,0,0,0,0,0,0,1,0,0,0.04869625890271947,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4623,-0.14667474039223385,-0.2843651350173174,0.17351048415615788,46491425,1.0,0,0,6,3.0,300.0,4,280,1,77,61,59,0,372,0,0,0,0,0,0,0,0,0,0.010584070630903967,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2.0
132,-1.4692055248730596,0.0270226337889923,0.1373611748030034,1964520,0.9,1,1,6,3.0,209.0,3,180,1,38,45,14,0,2951,1,0,0,0,1,0,0,0,0,0.0755594143381214,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,2.0
2462,0.333806634332418,0.5325053026141272,-0.4660952254076812,30506424,0.97,0,1,2,1.0,37.0,2,1125,1,75,136,42,1,2527,1,0,0,0,0,0,0,0,1,0.0631011966219319,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,2.0
4131,0.3394706813792707,-0.7519114077867094,-0.16207707205210953,43416008,0.65,0,1,2,1.031413612565445,192.0,1,1125,1,0,67,45,0,586,1,0,0,0,0,0,0,0,0,0.017009862760184093,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
441,-0.8279634711237619,0.006679703042510383,-0.03964864970828128,7025225,0.97,1,1,2,1.0,59.0,1,7,1,65,223,26,0,2464,1,0,0,0,0,0,0,0,1,0.06430710653667922,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1.0
4160,-0.11207096008559506,-0.5088817759400338,0.0652902330383907,43567958,0.92,0,1,1,1.0,72.0,1,90,1,83,110,96,1,570,1,0,0,0,0,0,0,0,0,0.01749291762743109,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.0
2029,-1.2791172280378906,0.023750826425001897,0.07424079562500911,26500795,1.0,1,1,4,1.0,75.0,1,31,1,0,145,0,0,1266,0,0,0,0,0,0,0,0,1,0.06609262106406968,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1668,0.22172508977238917,-0.3086768105787852,-0.11463922264369382,22763488,0.98,1,1,2,1.0,26.0,2,1125,1,0,34,0,0,3004,1,0,0,0,1,0,0,0,0,0.06762363136596057,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1.0
2175,-0.12802897093220164,0.14219596170893428,-0.5392821756042919,28025633,0.99,1,1,4,2.0,87.0,2,1125,1,0,8,3,0,2277,1,0,0,0,0,0,0,0,1,0.035135066801123854,0,0,1,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5367,2.4588112077100286,-0.6176382459564747,0.7224051514265921,49757846,0.81,0,1,2,1.0,124.0,2,1125,1,83,19,19,0,1438,1,0,0,0,1,0,0,0,0,0.05605912956084576,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
6061,7.961355592327361,0.7464695210470508,1.6942069238383255,52324907,0.99,0,1,2,1.0,44.0,1,1125,1,90,0,0,1,2633,1,0,0,0,0,0,0,0,1,0.07621047056092697,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,2.0
1598,-1.2844739947668133,0.13489441301805669,0.08335745490217916,21933351,0.99,1,1,10,3.0,271.0,2,1125,1,73,163,39,1,1484,1,1,0,0,0,0,0,0,0,0.12148299716058798,0,1,0,0,0,1,0,0,0,1,7.0,3.3333333333333335,2.3333333333333335,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,2.0
2725,-0.7815303135186439,0.009570648636347885,0.007788966198359501,33594327,1.0,1,1,9,3.0,216.0,1,365,1,77,63,26,1,1374,1,0,0,0,0,0,0,0,0,0.023829628262312528,0,0,1,0,0,1,0,0,0,1,6.0,3.0,2.0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,2.0
5007,2.3981569583165068,0.9601521285092216,0.2320583108965959,48394121,1.0,0,1,2,1.0,50.0,1,30,1,90,24,24,0,338,0,0,0,0,0,0,0,0,1,0.14880233215617303,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1.0
2572,-1.3621615631033952,-0.037099288304750545,0.3330511264091216,31852150,0.89,1,1,5,3.0,149.0,3,30,1,0,54,6,0,2301,1,1,0,0,0,0,0,0,0,0.11047248286844084,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,2.0
1294,-1.079197070469664,0.22304593170803572,-0.1012817687835536,19551521,1.0,0,1,2,1.0,104.0,2,30,1,19,29,10,0,3446,1,0,0,0,1,0,0,0,0,0.09629665389367688,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.0
135,0.1529888598424616,-0.2534879858298084,-0.25611885092244613,2011301,1.0,1,1,2,1.0,54.0,1,1125,1,82,227,28,1,3223,1,0,0,0,1,0,0,0,0,0.0696542378834116,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1.0
4699,-0.8135452191285185,-0.29569276050615523,-0.2140942988010338,46915572,1.0,1,1,2,1.0,34.0,1,1125,1,56,91,91,1,3019,1,0,0,0,1,0,0,0,0,0.06638094533161863,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1.0
1659,-0.8394485433316826,0.545639264040794,-0.3129404030010343,22675870,1.0,0,1,2,1.031413612565445,65.0,2,7,1,0,4,0,0,2401,0,0,0,0,0,0,0,0,0,0.01995770585813541,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0
1744,1.2402833323692617,-0.609887606503403,1.4724102775633534,23754213,1.0,0,0,4,1.6688679245283018,400.0,2,1124,1,90,12,0,0,1633,0,0,0,0,0,0,0,0,0,0.012314891437612153,0,1,0,0,0,1,0,0,0,1,2.3311320754716984,2.3968343697003958,1.396834369700396,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
1278,-0.8257771337172561,-0.2497481220304644,-0.06752723834079238,19414085,0.94,1,1,6,2.0,177.0,2,21,1,31,125,21,1,4136,1,0,0,0,1,0,0,0,0,0.06863289822759508,0,0,1,0,0,1,0,0,0,1,4.0,3.0,2.0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.0
4853,0.6940171879459996,-0.5331364975777193,0.8661714818572239,47821726,0.83,0,1,2,1.0,184.0,1,1125,1,82,16,16,0,960,1,0,0,0,1,0,0,0,0,0.07544885143671393,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
4667,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,46778810,0.71,1,1,2,1.0,35.0,32,1125,1,90,1,1,0,381,1,0,0,0,0,0,0,0,1,0.05143978125069647,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1.0
3546,-0.38330272399437576,-0.29736601270420987,-0.05689450063544185,39770934,0.33,0,0,4,1.0,125.0,3,1125,1,1,0,0,0,2171,0,1,0,0,0,0,0,0,0,0.09371144638260423,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1.0
5531,0.039733496085416084,0.3210081127499784,0.3900777019987281,50217476,0.97,1,1,8,3.0,249.0,2,1125,1,89,12,12,0,255,1,0,0,0,0,0,1,0,0,0.04537848511266135,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
4057,0.6128489916786662,-0.514986372319012,0.7105627132281025,42922355,0.89,0,1,6,2.0,172.0,2,299,1,78,22,17,0,2371,1,0,0,0,0,0,0,0,0,0.011450552087993183,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
129,0.010559055305514679,0.681739836190648,-0.6022279380612631,1944802,0.52,1,1,4,2.0,200.0,60,1125,1,90,14,0,0,3342,1,0,0,0,0,0,0,0,0,0.02828349297948214,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
2700,-0.14324156581779057,-0.45475630394563454,-0.4257214612965105,33376773,0.96,0,1,3,1.0,128.0,2,1125,1,19,99,39,0,2016,1,0,0,0,1,0,0,0,0,0.09208875244631308,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1.0
27,-0.7295864885934364,0.23140169225771576,-0.3484052702154092,290155,1.0,1,1,6,3.0,130.0,3,90,1,0,50,0,1,3657,0,0,0,0,0,0,1,0,0,0.05558913490170625,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1.5
5259,0.5616566238008935,-1.1513478131002572,-1.2197371497673777,49435537,0.98,0,1,2,1.0,138.0,30,1125,1,0,0,0,1,1828,1,0,0,0,1,0,0,0,0,0.0654278270395698,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
1234,-1.4255230099905207,-0.12360683427487848,0.18894895121361352,18854028,0.98,1,1,6,2.0,219.0,2,90,1,85,122,37,0,1672,1,0,0,0,1,0,0,0,0,0.05905940432411254,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
5878,-0.9238763910735953,0.5487447574593258,-0.031108968726130982,51490629,1.0,0,1,4,2.0,57.0,1,47,1,34,6,6,0,125,1,0,0,0,0,0,0,0,1,0.05934919146137493,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6224,0.12111062065480288,-0.7054080722380841,-0.6414512119402708,52877016,1.0,1,0,6,3.0,106.0,1,10,1,88,2,2,1,1483,1,0,1,0,0,0,0,0,0,0.16808223472789466,0,0,0,1,0,1,0,0,0,1,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
6232,-0.20314895901813226,-0.15535577741840312,0.6558721784667162,52901533,0.98,0,1,2,1.031413612565445,120.0,2,280,1,86,0,0,1,1959,1,0,0,0,0,0,0,0,0,0.0164478992920024,0,0,1,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4043,-1.2207240431456154,0.17311892491663128,0.1638962325354393,42790689,1.0,0,1,2,1.0,70.0,1,15,1,77,31,21,1,1933,0,0,0,0,0,0,0,0,1,0.02717013947552936,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1.0
4911,-1.1881535525919573,-0.2958032600412188,-0.07335155071153208,48123873,0.89,0,1,2,1.0,84.0,1,1125,1,73,4,4,0,1970,1,0,0,0,0,1,0,0,0,0.17958644204704213,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1.0
4564,2.543363899823662,-0.00610945627941153,-0.6772026761425219,46122811,0.98,0,1,2,1.0,34.0,1,120,1,14,12,12,0,2895,1,0,0,0,0,0,0,0,1,0.053046157251198614,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1.0
459,-0.872534287208618,0.32463953031550735,-0.19405847626377298,7370245,0.99,1,0,4,1.0,62.0,32,360,1,16,88,2,1,2958,1,0,0,0,0,1,0,0,0,0.10183930168220488,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0
3558,-0.7117764029793591,-0.14009586660995868,-0.0337052114833596,39797500,0.23,0,0,5,2.0,180.0,32,1125,1,43,1,0,0,2161,1,0,0,0,0,0,0,0,0,0.019735009275904134,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
2391,-0.7117764029793591,-0.14009586660995868,-0.0337052114833596,29818213,0.1,1,1,4,1.0,156.0,30,1125,1,90,1,0,0,2102,1,0,0,0,0,0,0,0,0,0.014593798652851667,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2009,-1.1943828861037977,0.044015122288164996,0.14119907296403267,26251178,0.86,1,1,5,2.0,96.0,1,1125,1,77,314,83,0,2138,1,1,0,0,0,0,0,0,0,0.14373008645067617,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0
5934,-1.0086425720441217,-0.23486103768368496,-0.10920775652454892,51728958,1.0,0,0,2,1.0,97.0,2,1125,1,83,4,4,1,122,1,1,0,0,0,0,0,0,0,0.13539203160864743,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1.0
